device_id,device_name,classification,age_fraction,manufacturer_risk_tier,temperature,vibration,hours_used,failed,true_failure_probability,voltage
4690,NC TREK RX Coronary Dilatation Catheter,Cardiovascular Devices,0.63,medium,35.53,1.73,7543.66,1,0.53,215.52
101625,"10.5cm Long Attachment, NonTapered End",General and Plastic Surgery Devices,0.441,high,28.28,0.85,2479.08,0,0.436,
50696,Anspach G1 cutting tools,Neurological Devices,0.244,high,27.51,0.26,1327.1,0,0.296,201.35
56164,"Device Recall  Reusable, nonsterile, selfadhering electrodes for use with TENS/NMES",Neurological Devices,0.251,low,25.32,0.35,849.59,0,0.135,201.65
96140,Device Recall  Stryker 550 mL AutoFuser PainPump,General Hospital and Personal Use Devices,0.411,high,23.29,,2324.58,0,0.419,208.23
93711,Device Recall  Silhouette Malar Implant,General and Plastic Surgery Devices,0.405,low,27.5,0.7,2204.14,0,0.254,
56113,Device Recall  BENEPHIT CV Infusion System,Cardiovascular Devices,0.31,high,32.71,0.45,1579.04,0,0.342,204.75
51364,Facial Plastic Pack,General and Plastic Surgery Devices,0.863,high,36.62,3.45,10474.2,1,0.882,
94503,Device Recall  Power circuit board assembly kits,Anesthesiology Devices,0.544,medium,25.79,,5437.23,0,0.466,213.88
58452,Device Recall  Insufflation Tubing Sets,Obstetrical and Gynecological Devices,0.39,medium,27.7,,1621.8,0,0.331,207.97
14111,"Device Recall  GE 1.5T and 3.0T SIGNA Excite, Twinspeed, Infinity, and HDx MRI systems",Radiology Devices,0.232,high,26.36,0.1,897.81,0,0.275,213.09
21371,Device Recall  TissueLink,General and Plastic Surgery Devices,0.431,low,27.65,0.91,2468.0,0,0.278,
101181,DrugSmart,Clinical Chemistry and Clinical Toxicology Devices,0.19,high,14.24,,479.69,0,0.246,201.71
33153,the Nuclear Medicine systems,Radiology Devices,0.21,high,25.67,0.1,1787.69,0,0.265,212.8
102269,"Zimmer Orthopaedic Surgical Products, Disposable Cuff, 12'' (30cm), Single Port, Single Bladder Sterile, Zimmer, Dover, OH USA. The cuff is a sterile, single use product equipped with an integral fill line. The product is packed 10 cuffs per unit",General and Plastic Surgery Devices,0.616,low,30.88,1.69,5773.88,0,0.454,
95778,"Device Recall  DePuy Spine Expedium SFX Cross Connector System Torque Driver Shaft,",Orthopedic Devices,0.409,medium,,1.08,2411.18,0,0.337,207.59
23298,Device Recall  GTS Advantage,Clinical Chemistry and Clinical Toxicology Devices,0.301,medium,17.25,,1001.36,0,0.254,203.19
102533,CSI Daily wear,Ophthalmic Devices,0.489,medium,23.86,,3026.23,0,0.406,208.65
99207,Device Recall  Aerosol Mask with 15 mm Adapter,Anesthesiology Devices,0.501,high,24.89,,5202.83,0,0.495,210.4
13154,Device Recall  GAP ENDOEXO MEDULLARY SYSTEM,Orthopedic Devices,0.471,medium,,2.15,3561.36,0,0.404,209.71
101780,CombiDiagnost R90,Radiology Devices,0.436,high,29.01,1.19,5478.92,0,0.428,215.94
52225,AirLife Resuscitation,Cardiovascular Devices,0.272,medium,30.86,0.36,1847.17,0,0.233,202.08
99739,"Zeiss Surgical Microscopes,OPMI Pentero, OPMI Vario,OPMI Neuro",General and Plastic Surgery Devices,0.365,medium,28.08,0.4,1353.31,0,0.301,
100553,"Thompson, One Piece and Moore PressFit, One Piece",Orthopedic Devices,0.303,high,,0.47,1637.23,0,0.324,203.35
97271,Device Recall  Mistique Infusion Catheter,Cardiovascular Devices,0.134,high,30.1,-0.12,166.06,0,0.212,197.92
51268,Monitoring Kit,Cardiovascular Devices,0.629,high,35.61,1.91,8295.04,1,0.608,215.24
51310,Basic Extended Pack,General and Plastic Surgery Devices,0.207,high,25.48,0.11,468.87,0,0.256,
97847,Device Recall  BARD DORADO,Cardiovascular Devices,0.403,high,32.36,0.91,3056.67,0,0.403,205.58
58823,"Device Recall  Activa PC, Activa RC, Activa SC",Neurological Devices,0.332,medium,27.45,0.41,1728.63,0,0.276,202.82
96996,Device Recall  515B Pulse Oximeter,Anesthesiology Devices,0.183,high,21.19,,944.91,0,0.251,200.41
56012,Device Recall  AngioDynamics Morpheus Smart PICC CT,General Hospital and Personal Use Devices,0.211,high,20.34,,552.43,0,0.262,201.93
19566,Device Recall  WetField Hemostatic Eraser Bipolar 25G,General and Plastic Surgery Devices,0.343,low,26.55,0.7,1907.14,0,0.215,
21276,"Alsius CoolGuard 3000 Temperature Regulation System, Model CoolGuard 3000",Neurological Devices,0.227,medium,26.05,0.2,1204.34,0,0.209,202.13
53494,Storz,Obstetrical and Gynecological Devices,0.4,low,27.26,,1324.76,0,0.243,206.64
18045,Device Recall  Hypodermic needles,General Hospital and Personal Use Devices,0.106,high,19.88,,351.57,0,0.206,200.99
49922,IsantiSm test kit,Immunology and Microbiology Devices,0.73,low,26.28,,7851.74,1,0.572,221.45
94618,Device Recall  MEVATRON M2 6300 Medical Linear Accelerator,Radiology Devices,0.762,high,39.2,3.43,14832.53,1,0.759,235.39
22355,Aplio Diagnostic Ultrasound System (SSA-700A and SSA-770A) with software version 6.0er001 and 6.0er002,Radiology Devices,0.474,medium,31.3,1.41,5592.95,0,0.401,219.79
22313,Device Recall  SIGMA,Orthopedic Devices,0.149,high,,0.15,30.46,0,0.221,200.2
16111,"Device Recall  SureStep Tray, with AddaFoley",Gastroenterology-Urology Devices,0.283,medium,,0.62,748.2,0,0.242,201.91
22146,Device Recall  P.F.C.,Orthopedic Devices,0.36,high,,0.84,1567.09,0,0.362,205.05
96838,Device Recall  Sonesta 6202,Gastroenterology-Urology Devices,0.696,low,,2.33,6281.13,1,0.527,218.91
54024,Zimmer NexGen Complete Knee Solution Legacy Knee  Posterior Stabilized LPSFlex Femoral Component,Orthopedic Devices,0.378,high,,1.37,2948.61,0,0.403,207.31
93373,Device Recall  Prostate Biopsy Needle,Gastroenterology-Urology Devices,0.14,medium,,0.27,-601.26,0,0.156,201.28
97746,"Device Recall  Karl Storz Knife, Cold, Straight",Gastroenterology-Urology Devices,0.552,medium,,1.52,4065.91,0,0.465,211.64
58771,Device Recall  Plum A3 Infusion Pump System,General Hospital and Personal Use Devices,0.26,high,21.41,,555.13,0,0.29,201.5
16225,Device Recall  Covidien Valley Lab,General and Plastic Surgery Devices,0.832,medium,36.74,3.01,9738.46,1,0.775,
60214,4.5 mm Malleolar Screw,Orthopedic Devices,0.097,high,,-0.13,656.54,0,0.204,200.92
98859,Device Recall  Precise Table,Radiology Devices,0.41,medium,30.06,1.11,4215.4,0,0.346,216.69
100008,Fluoroscopic XRay System,Radiology Devices,0.605,high,34.71,2.23,8431.09,1,0.586,224.41
60681,Device Recall  Infinite 200,Clinical Chemistry and Clinical Toxicology Devices,0.198,medium,15.74,,344.83,0,0.184,201.71
58013,Device Recall  GENESYS Cross FT Suture Anchor with Two 2 (5 metric) HIFI Sutures,Orthopedic Devices,0.156,high,,0.23,921.61,0,0.234,200.02
52895,"Disposable Tips (Diti), Conductive, with Filter, 1000l",Clinical Chemistry and Clinical Toxicology Devices,0.661,low,23.94,,8539.19,1,0.509,217.15
49526,CoVac 50 Product Number AS253001,General and Plastic Surgery Devices,0.708,medium,32.63,1.94,7012.38,1,0.614,
56232,Device Recall  Arasys,Physical Medicine Devices,0.34,low,,0.8,1403.78,0,0.208,205.44
100541,M/DN Intramedullary Fixation,Orthopedic Devices,0.464,high,,1.84,3115.4,0,0.46,209.4
99019,Device Recall  General Biopsy Tray,General and Plastic Surgery Devices,0.325,medium,26.75,0.53,1681.63,0,0.28,
100104,NCBPT lateral proximal 3 hole tibial plate,Orthopedic Devices,0.808,high,,5.01,9850.02,1,0.804,226.06
13640,Device Recall  InjectionPlasty 1.0,Orthopedic Devices,0.292,low,,1.09,1256.55,0,0.176,202.93
57813,Device Recall  Stryker Irrigator Reusable Tips,General Hospital and Personal Use Devices,0.516,high,25.74,,3154.86,1,0.501,209.53
99124,Device Recall  STAFlex SUBTALAR SCREW,Orthopedic Devices,0.336,high,,0.64,1603.89,0,0.352,206.18
23215,Device Recall  SoftPath,Clinical Chemistry and Clinical Toxicology Devices,0.586,low,21.42,,5214.15,0,0.403,211.19
93589,Device Recall  Microcuff,Anesthesiology Devices,0.401,medium,23.47,,3267.77,0,0.334,205.4
18482,Device Recall  XCELA PASV 5F DL 55CM MST70 KIT PG,General Hospital and Personal Use Devices,0.227,high,22.05,,289.63,0,0.284,203.33
95873,Device Recall  Flexima and Percuflex Drainage Catheter Family (Pigtail Style),General and Plastic Surgery Devices,0.654,high,32.1,1.74,5504.77,1,0.631,
28345,"OVD, 27G disposable cannula Amvisc and Amvisc Plus devices",Ophthalmic Devices,0.527,low,24.8,,3425.14,0,0.36,209.63
93427,Device Recall  GE Healthcare  Innova 2100 IQ,Radiology Devices,0.802,medium,42.97,3.7,16135.08,1,0.738,236.37
94510,"Device Recall  Terumo ""Custom"" Cardiovascular Procedure Kit",Cardiovascular Devices,0.352,high,32.39,0.81,2212.06,0,0.372,205.22
102904,"PLV102, 100V 50/60 HZ Japanese",Anesthesiology Devices,0.315,medium,22.08,,1400.68,0,0.261,203.19
101844,BetterBladder,Cardiovascular Devices,0.391,low,32.55,0.68,3519.88,0,0.254,208.46
19610,Device Recall  Monopolar Cord,General and Plastic Surgery Devices,0.11,low,25.24,-0.22,889.4,0,0.061,
60115,Device Recall  Gambro,Gastroenterology-Urology Devices,0.747,medium,,2.85,7199.28,1,0.676,224.22
17818,"Device Recall  Zurpaz(TM) MEDIUM CURL, SYMMETRIC CURVE, Steerable Sheath",Cardiovascular Devices,0.071,low,30.33,0.04,-150.95,0,0.035,199.32
20131,Device Recall  MR Systems,Radiology Devices,0.425,medium,29.25,1.16,4724.87,0,0.35,215.95
60324,Device Recall  Customed,Orthopedic Devices,0.248,high,,0.53,838.24,0,0.293,203.43
1568,Jaundice Meter,Clinical Chemistry and Clinical Toxicology Devices,0.332,low,17.03,,1047.8,0,0.186,203.18
100323,Carestream Vue PACS; Virtual PWR Reading Basic SW StandAlone,Radiology Devices,0.588,high,34.02,1.87,7967.41,1,0.566,224.26
94861,Device Recall  InterGro DBM Demineralized Bone Matrix,Orthopedic Devices,0.778,low,,4.22,9284.52,1,0.609,223.19
17016,Device Recall  Liposuction Pack,General and Plastic Surgery Devices,0.615,high,32.56,1.66,5927.4,1,0.619,
93887,Device Recall  Simview NT,Radiology Devices,0.181,high,26.19,0.09,771.82,0,0.248,212.12
96620,Device Recall  Dimension Vista System BUN Flex Reagent Cartridge,Clinical Chemistry and Clinical Toxicology Devices,0.253,high,17.23,,962.9,0,0.294,201.26
52389,"Baxter EXACTAMIX Inlet, Vented, HighVolume Inlet",General Hospital and Personal Use Devices,0.401,medium,22.8,,2436.94,0,0.336,206.33
115170,Aisys CS2 and upgraded Aisys anaesthesia devices (with software version 10.X),Anesthesiology Devices,0.137,high,20.58,,650.08,0,0.221,199.85
97446,"Device Recall  DICOM Query/Retrieve, version 1.1.4",Neurological Devices,0.496,high,28.45,0.85,3715.86,0,0.476,211.33
20147,Device Recall  Critikon,Anesthesiology Devices,0.545,medium,25.3,,5713.12,0,0.46,212.62
103652,Invacare AC-Powered Adjustable Hospital Bed.,General Hospital and Personal Use Devices,0.27,low,20.96,,1338.79,0,0.151,201.56
58945,Device Recall  Ziehm Imaging GmbH,Radiology Devices,0.183,medium,24.47,-0.12,1540.2,0,0.172,211.04
50337,Composix LP with Echo,General and Plastic Surgery Devices,0.268,medium,27.53,0.37,1282.71,0,0.25,
97857,Device Recall  OArm Imaging system,Radiology Devices,0.47,medium,29.64,1.28,6160.24,0,0.389,218.69
104094,Synthes Spiral Blade Component of the Synthes Modular Blade Plate System,Orthopedic Devices,0.721,high,,3.95,7792.22,1,0.709,222.0
7950,"coulter epics xl ™ flow cytometer with software ii, coulter epics xl-mcl ™ flow cytometer with system ii software",Hematology and Pathology Devices,0.28,medium,16.26,,1343.38,0,0.242,203.56
50403,"Brilliance CT series, iCT, iCT SP, Ingenuity CT, Ingenuity Core, Ingenuity Core128, Ingenuity Flex,",Radiology Devices,0.147,high,25.46,0.18,-121.46,0,0.223,210.72
54523,Cook Medical Ciaglia Blue Dolphin,Anesthesiology Devices,0.316,high,22.45,,1400.86,0,0.349,206.99
100343,Carestream Vue PACS; UPG MXO SVR 7.5K EX/YR UNLIMITED,Radiology Devices,0.243,high,27.19,0.02,21.87,0,0.277,212.66
103330,"Zimmer Gender Solutions Natural Knee Flex System, Prolong Articular Surface,",Orthopedic Devices,0.127,high,,-0.31,395.61,0,0.218,201.85
57600,Device Recall  Anspach Custom Medium Attachment with 5 mm Extended Tapered Tip,Neurological Devices,0.358,high,27.34,0.6,1628.62,0,0.374,206.97
100145,Siemens StreamLAB(R) Analytical Workcell,Clinical Chemistry and Clinical Toxicology Devices,0.717,high,25.45,,8837.43,1,0.715,221.64
116464,Covidien Endo GIA Articulating Reloads with Tri-Staple Technology,General and Plastic Surgery Devices,0.55,high,30.09,1.24,4737.83,1,0.539,
55774,Device Recall  R2 Adult Zoll NonRadiolucent Multifunction Electrodes,Cardiovascular Devices,0.37,high,32.41,0.62,2643.56,0,0.375,204.01
95078,"Integra Dermal Regeneration Template; 8 x 10 in (20 cm x 25 cm) , Sterile",General and Plastic Surgery Devices,0.115,medium,24.54,0.01,592.22,0,0.138,
14031,Device Recall  Toshiba Celesteion PCA9000A/2 PET/CT System,Radiology Devices,0.11,medium,25.74,0.28,-14.76,0,0.138,210.03
23186,Device Recall  SOMATOM CT System,Radiology Devices,0.115,high,26.82,-0.07,288.28,0,0.215,211.49
96988,Device Recall  515B Pulse Oximeter,Anesthesiology Devices,0.422,high,22.99,,3037.57,0,0.409,205.8
57478,Device Recall  CONFIDENCE SPINAL CEMENT SYSTEM  KIT,Orthopedic Devices,0.287,medium,,0.72,1326.61,0,0.253,204.43
22391,Device Recall  CONTAK RENEWAL 3 AVT and CONTAK RENEWAL 3 AVT HE,Cardiovascular Devices,0.445,medium,32.55,0.93,3675.15,0,0.36,206.82
49839,IO FIX IntraOsseous Fixation,Orthopedic Devices,0.331,low,,0.94,1042.31,0,0.197,205.35
58731,Device Recall  VITROS Chemistry Products Mg Slides,Clinical Chemistry and Clinical Toxicology Devices,0.573,high,21.73,,4676.19,1,0.557,214.56
19406,Device Recall  clariti 1 day/Fresh Day 90 pack,Ophthalmic Devices,0.536,medium,25.7,,3781.06,0,0.46,210.63
22697,Device Recall  Pulmonetic LTV Series Ventilator,Anesthesiology Devices,0.504,medium,24.71,,4963.91,0,0.418,209.25
56449,Device Recall  Nexgen Complete Knee System,Orthopedic Devices,0.661,high,,3.24,6199.3,1,0.642,219.14
13155,Device Recall  Boston Scientific: Expel Drainage Catheter with TwistLoc Hub APDL Drainage Catheter and APDL Drai,Gastroenterology-Urology Devices,0.538,high,,1.6,4807.28,1,0.541,212.11
94015,Device Recall  FlowCount Fluorospheres,Hematology and Pathology Devices,0.777,high,27.32,,9359.88,1,0.777,224.36
23672,Device Recall  BD Beaver,Ophthalmic Devices,0.281,medium,21.35,,1269.67,0,0.247,203.34
100737,RESTORIS PST Acetabular Offset Shell Impactors,Orthopedic Devices,0.594,medium,,2.54,5098.88,1,0.504,215.51
95779,Device Recall  STERRAD NX Sterilizer,General Hospital and Personal Use Devices,0.154,medium,20.5,,-228.22,0,0.153,199.05
17650,Device Recall  Herpes Simplex Virus I,Immunology and Microbiology Devices,0.411,medium,18.76,,2562.08,0,0.344,206.81
16229,Device Recall  iConnect Access used with Ortho PACS software,Radiology Devices,0.238,high,26.65,0.21,1458.24,0,0.276,210.31
100913,Minor Laparotomy Pack,General and Plastic Surgery Devices,0.463,high,27.28,1.06,3432.62,0,0.455,
102463,"Product is REGENAFORM RT Allograft Paste, 1cc.  Product is labeled in part:  ''***Processed at: Regeneration TECHNOLOGIES, INC. Alachua, Florida USA***SINGLE PATIENT USE ONLY***''.",Orthopedic Devices,0.487,medium,,2.18,4078.47,0,0.413,208.59
100183,Superstat Modified Collagen Hemostatic Sponge,General and Plastic Surgery Devices,0.339,medium,27.54,0.54,1688.21,0,0.293,
114249,"Philips HeartStart FR3, software version 2.0 (Automated external defibrillator (AED))",Cardiovascular Devices,0.847,high,40.35,3.67,12943.98,1,0.844,228.47
93723,Device Recall  Phillips Endura XRay Systems,Radiology Devices,0.124,high,25.05,-0.11,228.75,0,0.208,210.28
56720,Device Recall  OEC Uroview 2800,Radiology Devices,0.33,high,26.64,0.44,1775.1,0,0.335,214.62
13734,Device Recall  GE Healthcare Innova 2100IQ,Radiology Devices,0.063,high,25.37,-0.21,-1105.41,0,0.18,209.6
94476,"Device Recall  Mach 1 peripheral Guide Catheter  8F, RDC Renal double Curve,  .091 in/ 55cm",Cardiovascular Devices,0.626,medium,36.15,1.99,7627.1,1,0.543,216.92
101130,Synthes Threaded Plate Holder Long for 3.5mm Locking Hold,General and Plastic Surgery Devices,0.391,high,28.04,0.82,2400.3,0,0.409,
56027,Device Recall  Dade(R) Actin(R) FSL Activated PTT Reagent,Hematology and Pathology Devices,0.391,high,18.95,,3139.99,0,0.405,204.82
52733,Leonard MMWS,Radiology Devices,0.699,high,36.86,2.5,13055.18,1,0.672,227.13
14470,"Device Recall  Arthrosurface ToeMotion""",Orthopedic Devices,0.183,medium,,0.24,658.43,0,0.181,202.08
17149,Device Recall  Integra LifeSciences Corp.,Orthopedic Devices,0.587,high,,3.09,5717.69,1,0.58,213.38
55319,Device Recall  Animas 2020 Insulin Infusion Pump,General Hospital and Personal Use Devices,0.322,medium,22.17,,1008.38,0,0.277,206.03
17569,Device Recall  HeartMate II Left Ventricular Assist System (LVAS) with Pocket Controller,Cardiovascular Devices,0.392,medium,32.0,0.86,1810.11,0,0.316,205.22
58700,Device Recall  Minicat CT Scanner,Radiology Devices,0.706,medium,37.11,3.04,11868.1,1,0.618,229.74
55964,Device Recall  Latitude Patient Management System,Cardiovascular Devices,0.602,high,35.74,1.85,7077.81,1,0.59,215.79
58348,Device Recall  BD BBL Vancomycin Screen Agar,Immunology and Microbiology Devices,0.465,high,19.05,,3069.3,0,0.457,209.75
102040,Boston/Scientifc,Gastroenterology-Urology Devices,0.302,low,,0.28,1745.71,0,0.181,204.38
34016,battery caps in insulin pumps,General Hospital and Personal Use Devices,0.293,medium,21.32,,901.59,0,0.251,204.81
54574,Omnifit PSL M/S  3Hole Cup,Orthopedic Devices,0.267,high,,0.78,959.16,0,0.294,199.92
49497,OPMI VARIO 700 Surgical Microscope,General and Plastic Surgery Devices,0.151,medium,24.95,-0.03,582.18,0,0.154,
49987,CONFIDENCE SPINAL CEMENT SYSTEM 11CC PLUS KIT,Orthopedic Devices,0.28,medium,,0.58,2560.27,0,0.254,202.91
15236,Device Recall  Zimmer,Orthopedic Devices,0.388,high,,0.93,2817.67,0,0.391,205.56
58116,Device Recall  STAR S4 IR Excimer System (STAR S4 IR),Ophthalmic Devices,0.526,medium,24.63,,3086.93,0,0.438,210.89
100175,Pinnacle Cure Sleeve,General Hospital and Personal Use Devices,0.391,low,24.25,,1986.91,0,0.261,207.53
94689,Device Recall  Angled Side Effect Electrode,Orthopedic Devices,0.112,medium,,0.2,-728.71,0,0.134,199.64
100213,Philips Digital Diagnost,Radiology Devices,0.373,high,27.28,0.7,4175.79,0,0.385,218.65
21205,"Cook brand Zenith AAA Iliac leg graft with the H&L-B; One-Shot Introducer System, preloaded iliac leg graft - distal cuff diameter 18 mm - usable length 37mm - delivery system 16 FR; Catalog no. TFLE-18-37.",Cardiovascular Devices,0.279,high,30.93,0.3,2171.88,0,0.313,204.27
55682,Device Recall  Triage Drugs of Abuse Panel Plus TCA,Clinical Chemistry and Clinical Toxicology Devices,0.131,medium,14.76,,402.27,0,0.155,203.22
21132,Device Recall  Advance Medical Equipment Cover,Radiology Devices,0.483,low,31.57,1.29,5546.92,0,0.325,220.18
59765,"Device Recall  VerSys Hip System, Beaded Fullcoat Stems",Orthopedic Devices,0.228,high,,0.68,136.09,0,0.272,201.26
20807,"NEONATE 1 DISPOSABLE BLOOD PRESSURE CUFF WITH 1 TUBE, a disposable 1 piece cuff for single patient use only.  Sold under the Welch Allyn label with Part #5082-101-1, and sold as part of a multi-pack (1 of each size) with Part #5082-241-9 - firm on label is Welch Allyn, Inc., Skaneateles Falls, NY;  Allegiance ''Tactics'' label with Part #30502-110S, firm on label is Allegiance Healthcare Corp., McGaw Park, IL;  and Arden label with Part #5084-101-1, firm on label is Arden, Skaneateles, NY.",Cardiovascular Devices,0.158,medium,29.66,0.02,434.2,0,0.155,200.28
53490,Depuy Preservation Uni Knee,Orthopedic Devices,0.42,high,,1.1,2288.54,0,0.416,208.91
104596,SynchroMed® II and SynchroMed EL Implantable Drug Pumps,General Hospital and Personal Use Devices,0.695,medium,28.6,,5917.62,1,0.605,219.52
98322,Device Recall  Beckman Coulter UniCel DxI 600,Clinical Chemistry and Clinical Toxicology Devices,0.254,high,17.19,,656.68,0,0.295,202.12
116433,"Medtronic Clip Gun Magazine, Raney Clip Gun 5pk",Neurological Devices,0.678,high,33.02,1.94,7160.91,1,0.664,219.07
20339,Device Recall  Deltec Ventra,General Hospital and Personal Use Devices,0.489,low,24.89,,2988.49,0,0.326,208.41
54030,Tao Brush I.U.M.C. Endometrial Sampler (Tao Brush),Obstetrical and Gynecological Devices,0.202,low,25.72,,438.64,0,0.103,199.41
102252,RunWay,Cardiovascular Devices,0.324,medium,31.27,0.24,3042.81,0,0.268,203.51
19431,Device Recall  Stryker Toga,General Hospital and Personal Use Devices,0.243,high,21.01,,567.15,0,0.282,202.0
19490,Device Recall  STAIA PACK EstradiolE2,Clinical Chemistry and Clinical Toxicology Devices,0.232,medium,16.83,,661.19,0,0.209,201.17
33441,KimVent* Microcuff* Subglottic Suctioning Endotracheal Tubes,Anesthesiology Devices,0.256,low,21.36,,1085.4,0,0.141,201.64
96256,Device Recall  Stryker PainPump 270 mL base infusion kit,General Hospital and Personal Use Devices,0.275,high,21.52,,329.36,0,0.294,201.33
13535,Device Recall  Infinite M1000,Clinical Chemistry and Clinical Toxicology Devices,0.435,medium,18.72,,3157.79,0,0.357,206.49
8471,Systems of maxillofacial distraction,Dental Devices,0.418,medium,,1.23,1448.34,0,0.345,206.51
15590,"Device Recall  Hospira, Inc.",General Hospital and Personal Use Devices,0.487,high,24.99,,2797.6,0,0.479,210.06
50889,"Sterile, OR0647  Extremity  surgical kit",General and Plastic Surgery Devices,0.653,high,32.85,1.56,6366.29,1,0.64,
56127,Device Recall  Oridion,Anesthesiology Devices,0.138,medium,21.14,,1449.62,0,0.167,201.12
56158,Device Recall  FastPlan Treatment Planning System,Radiology Devices,0.325,high,27.31,0.52,2338.31,0,0.336,213.14
19515,Device Recall  First Step Endoscopic Cleaning Pad,Gastroenterology-Urology Devices,0.596,medium,,1.96,4268.12,1,0.506,213.24
20129,Device Recall  System O2 Portable Oxygen Delivery System (PODS).,Anesthesiology Devices,0.435,low,23.6,,2848.05,0,0.269,205.98
20644,Device Recall  ARCHITECT Folate Specimen Diluent,Clinical Chemistry and Clinical Toxicology Devices,0.359,medium,16.8,,1653.69,0,0.295,206.43
94023,Device Recall  Modular Hip and Knee Replacement System,Orthopedic Devices,0.095,high,,-0.1,263.93,0,0.195,198.35
19255,Device Recall  Capio Open Access,Obstetrical and Gynecological Devices,0.28,high,25.63,,1111.5,0,0.304,202.37
18608,Device Recall  A.T.S. 2200TS Tourniquet Systems,General and Plastic Surgery Devices,0.079,medium,24.9,0.27,-375.23,0,0.126,
55991,Device Recall  AngioDynamics Morpheus Smart PICC CT,General Hospital and Personal Use Devices,0.834,high,34.08,,8757.15,1,0.84,226.54
58442,Device Recall  Integra Licox Brain Tissue Oxygen Monitoring Kit,Neurological Devices,0.321,high,26.79,0.59,2222.36,0,0.351,204.8
21088,Device Recall  HomeChoice PRO & Yume Plus,Gastroenterology-Urology Devices,0.334,medium,,0.74,1476.52,0,0.29,205.38
53577,OEC 7700 Mobile Fluoroscopy System,Radiology Devices,0.269,high,27.57,0.54,1485.99,0,0.308,213.08
20970,Device Recall  CryoValve,Cardiovascular Devices,0.698,high,38.51,2.39,10081.75,1,0.694,219.97
16864,"Device Recall  Syngo.plaza, picture archiving and communications system",Radiology Devices,0.551,high,32.04,1.67,7013.68,1,0.527,222.15
103463,SCORPIO NRG KNEE SYSTEM,Orthopedic Devices,0.3,high,,0.67,872.49,0,0.329,205.89
59306,Device Recall  Phillips HeartStart MRx Monitor/Defribillator,Cardiovascular Devices,0.612,high,35.46,1.57,6391.1,1,0.586,217.24
55045,"Device Recall   THINFLAP SYSTEM CROSSDRIVE, SELFDRILLING SCREW 1.5X4MM (.059X.159"") (WXL)TITANIUM",Orthopedic Devices,0.305,medium,,1.06,596.68,0,0.253,202.68
23509,Device Recall  ActiveLife,Gastroenterology-Urology Devices,0.627,low,,1.94,5000.89,0,0.463,217.37
20181,Device Recall  Proximate Linear Cutter,General and Plastic Surgery Devices,0.663,low,32.91,1.79,6753.07,1,0.508,
59711,Device Recall  CYSTOSCOPY/IRRIGATION SET,Gastroenterology-Urology Devices,0.176,high,,0.15,489.0,0,0.24,199.85
6413,ls enveor / medtronics loading system ls enveor 23 and 2629,Cardiovascular Devices,0.637,low,36.4,2.24,8776.78,0,0.478,215.54
99097,Device Recall  Infusion Administration Set,General Hospital and Personal Use Devices,0.347,medium,22.38,,1865.52,0,0.298,205.52
94962,Device Recall  Model 4000 Plus Ambulatory Infusion Pump,General Hospital and Personal Use Devices,0.749,low,32.16,,5849.45,1,0.581,221.36
56793,Device Recall  ISTAT EG7 Cartridge,Clinical Chemistry and Clinical Toxicology Devices,0.207,medium,15.52,,587.32,0,0.194,203.07
50716,Lipo/Buttocks  Pack  contains Devon Light Glove,General and Plastic Surgery Devices,0.56,high,29.49,1.46,4384.12,1,0.544,
55693,Device Recall  Colleague CX Infusion Pump,General Hospital and Personal Use Devices,0.228,high,21.99,,650.68,0,0.288,203.33
58946,Device Recall  Ziehm Imaging GmbH,Radiology Devices,0.354,medium,28.08,0.76,3526.5,0,0.298,215.31
94133,Device Recall  INTELECT INTELECT XT,Physical Medicine Devices,0.693,medium,,3.55,5370.12,1,0.605,218.68
97988,Device Recall  Ultraflex tracheobronchial Stent System,Anesthesiology Devices,0.56,high,27.13,,5209.29,1,0.546,212.66
23028,Device Recall  Panacryl Absorbable Suture,General and Plastic Surgery Devices,0.465,medium,27.99,0.82,2974.73,0,0.378,
17807,Device Recall  PROT 1 CON,Immunology and Microbiology Devices,0.387,high,17.56,,2533.67,0,0.386,204.61
101209,p21 WF1 Ab3 (DCS60.2) 1 ml (0.4 mg/ml),Hematology and Pathology Devices,0.021,low,13.92,,188.27,0,0.011,199.95
21803,Device Recall  MIRA,Hematology and Pathology Devices,0.183,high,15.23,,509.38,0,0.25,202.86
15551,Device Recall  American Surgical,Neurological Devices,0.483,high,29.24,1.05,3956.52,0,0.478,209.64
19798,Device Recall  Medtronic Atakr,Cardiovascular Devices,0.185,low,30.83,0.14,506.55,0,0.101,201.92
23353,Device Recall  Smith & Nephew,General and Plastic Surgery Devices,0.494,high,28.97,0.89,3665.78,0,0.48,
53978,Pediatric Femoral Nail,Orthopedic Devices,0.34,medium,,0.71,2117.21,0,0.291,206.15
56219,"Device Recall  Micromax Anchors,",Orthopedic Devices,0.134,high,,-0.21,821.37,0,0.219,198.89
99364,Device Recall  Abbott CellDyn 3200 System,Hematology and Pathology Devices,0.118,medium,15.48,,467.51,0,0.146,201.27
77832,"flow-i c20, c30 and c40 anesthesia apparatus",Anesthesiology Devices,0.35,low,22.7,,2437.81,0,0.216,204.92
99472,"Device Recall  Argon Medical Devices Arterial Line Kit/1 20ga x 6"",",General and Plastic Surgery Devices,0.277,high,26.08,0.14,855.43,0,0.299,
55598,Device Recall  Rehab MAC Platform Chair,Physical Medicine Devices,0.866,low,,4.77,8476.27,1,0.711,230.29
