device_id,device_name,classification,age_fraction,temperature,vibration,hours_used,failed,true_failure_probability,voltage
22582,Device Recall  Bausch & Lomb,Ophthalmic Devices,0.356,21.94,,1216.59,0,0.235,204.95
95981,Device Recall  Arrow MultiLumen CVC w/ BlueFlex Tip,Cardiovascular Devices,0.589,35.44,1.63,7038.79,0,0.467,213.61
95178,Device Recall  GE Innova 3100 / 3100 IQ Fluroscopic xray system,Radiology Devices,0.53,33.0,1.85,7198.34,0,0.416,221.66
96538,Device Recall  PowerPro,Orthopedic Devices,0.458,,0.9,2716.25,0,0.318,209.71
51654,Transpac IV Monitoring Kit,Cardiovascular Devices,0.689,37.11,2.33,9473.81,1,0.579,218.53
93519,Device Recall  Terumo TenderFlow Pediatric Arterial Cannulae,Cardiovascular Devices,0.468,33.33,1.01,5167.48,0,0.346,208.62
53280,RITA StarBurstXL,General and Plastic Surgery Devices,0.054,24.44,0.14,919.76,0,0.044,
22275,Device Recall  P.F.C.,Orthopedic Devices,0.301,,0.71,1280.39,0,0.19,202.6
16152,Device Recall  INRatio2 PT/INR Professional Monitoring System,Hematology and Pathology Devices,0.57,20.5,,5236.89,0,0.44,212.25
94787,"Device Recall  ConMed Linvatech Hall Surgical Blades, Sterile ST BLD BRZL NEXGEN",General and Plastic Surgery Devices,0.418,28.25,0.71,1891.26,0,0.293,
102722,Medtronic Sofamor Danek METRx (TM) System Bayonet Electrosurgical Pencil,General and Plastic Surgery Devices,0.323,26.22,0.56,1264.39,0,0.212,
99908,"Biomet Series A Standard Patella size 25mm, three pegs  184760",Orthopedic Devices,0.079,,-0.16,161.63,0,0.041,199.16
51683,Hitachi Echelon Oval MRI System,Radiology Devices,0.151,24.21,0.07,236.57,0,0.083,211.55
18004,Device Recall  Merge Eye Care PACS Viewer 5.2,Ophthalmic Devices,0.541,24.24,,3027.65,0,0.401,210.88
116105,ERGO version 1.7.3 and higher and using a Multileaf Collimator (MLC) device for planning,Radiology Devices,0.404,28.99,1.13,2741.38,0,0.28,216.54
96551,Device Recall  Boston Scientific Teligen,Cardiovascular Devices,0.359,32.17,0.55,2507.14,0,0.247,206.41
15512,Device Recall  BD Angiocath Autoguard shielded IV catheter,General Hospital and Personal Use Devices,0.081,20.45,,-50.66,0,0.049,201.07
96800,Device Recall  DPXBravo/Duo,Radiology Devices,0.505,31.46,1.56,6067.23,0,0.375,218.82
49437,TERUMO 3T L. V. Control Valve,Cardiovascular Devices,0.286,30.97,0.63,1633.56,0,0.193,205.07
19880,Device Recall  Ultracell,"Ear, Nose, and Throat Devices",0.639,,2.1,3790.7,1,0.533,217.62
53736,Reprocessed Balloon Inflation Device,Cardiovascular Devices,0.757,38.82,3.09,11817.39,1,0.673,222.31
21116,Device Recall  Jet Denture Repair Acrylic,Dental Devices,0.168,,0.0,717.93,0,0.101,201.23
18814,"Device Recall  Ziptight Ankle Syndesmosis Fixation Device, Titanium Implant",Orthopedic Devices,0.361,,0.65,2231.75,0,0.241,205.36
13096,"Device Recall  EndoWrist One Vessel Sealer, IS3000",General and Plastic Surgery Devices,0.251,26.15,0.3,420.77,0,0.154,
99959,Premier LifeCare Recliner 5400,Physical Medicine Devices,0.62,,2.64,4976.13,1,0.506,215.39
99747,CyberKnife Robotic Radiosurgery System,Radiology Devices,0.761,39.19,3.51,15599.8,1,0.675,233.12
51695,Volt Resistance,Physical Medicine Devices,0.361,,1.03,2072.4,0,0.257,205.54
53553,Hipstar TMZF,Orthopedic Devices,0.231,,0.4,818.26,0,0.142,202.26
56754,Device Recall  Edwards Lifesciences SwanGanz Thermodilution VIP Catheters,Cardiovascular Devices,0.362,33.03,0.61,2433.93,0,0.253,205.07
14064,Device Recall  BASIC PACK W/OUT GOWN,General Hospital and Personal Use Devices,0.517,25.92,,3639.16,0,0.406,211.56
100489,"Siemens CentraLink"" Data Management System V14.0.4, V14.0.5 or V14.0.8",Clinical Chemistry and Clinical Toxicology Devices,0.46,18.31,,3337.05,0,0.327,208.3
55896,Device Recall  DuraMax,Gastroenterology-Urology Devices,0.137,,0.15,8.94,0,0.073,199.99
93658,Device Recall  Actical,Neurological Devices,0.236,25.75,0.23,921.15,0,0.144,202.16
51687,Merge Cardio Software,Radiology Devices,0.602,34.26,2.22,8979.44,0,0.479,222.8
17462,Device Recall  BIOMET  3i LTX DENTAL IMPLANTS,Dental Devices,0.472,,1.5,2245.59,0,0.351,208.55
98928,Device Recall  TLok Bone Marrow Tray,General and Plastic Surgery Devices,0.01,25.1,-0.05,604.99,0,0.013,
51521,Transpac IV Monitoring Kit,Cardiovascular Devices,0.404,33.22,0.74,3438.32,0,0.294,207.92
47023,Chariot Guiding Sheath,Cardiovascular Devices,0.478,33.17,1.15,4283.12,0,0.354,210.73
14883,Device Recall  Olympus,Gastroenterology-Urology Devices,0.374,,0.77,2419.86,0,0.271,206.62
55315,Device Recall  Resolution II Clip,Gastroenterology-Urology Devices,0.246,,0.44,408.21,0,0.158,203.6
96041,Device Recall  ACHIEVA 1.5T and INTERA 1.5T Nuclear Magnetic Resonance Imaging,Radiology Devices,0.243,26.66,0.34,1687.88,0,0.151,211.8
94271,Device Recall  OneTouch Data Management Software v1.0,Clinical Chemistry and Clinical Toxicology Devices,0.35,18.09,,1564.53,0,0.241,205.76
55799,"Device Recall  Medtronic DLP, DLP Single Stage Venous Cannula w/Right Angle Metal Tip.",Cardiovascular Devices,0.467,33.2,1.04,4370.16,0,0.343,209.4
51065,"Volcano s5, s5i, CORE and CORE Mobile systems",Cardiovascular Devices,0.183,30.73,-0.07,54.24,0,0.105,202.24
20814,"NEONATE 4 DISPOSABLE BLOOD PRESSURE CUFF WITH 2 TUBES, a disposable 1 piece cuff for single patient use only.  Sold under the Welch Allyn ''Tycos'' label with Part # 5082-104-2,  5082-104-2CL,  and sold as part of a multi-pack (1 of each size) with Part #5082-241-10  - Welch Allyn Inc., Skaneateles Falls, NY;  Allegiance Healthcare ''Tactics'' label with Part # 30502-113 and 30502-213  - Allegiance Healthcare Corp., McGaw Park, IL; and Arden label with Part # 5084-104-2 and 636-5084-104-2 - Arden, Skaneateles, NY.",Cardiovascular Devices,0.608,35.0,1.75,6787.41,0,0.481,215.78
56313,Device Recall  VITROS,Clinical Chemistry and Clinical Toxicology Devices,0.286,16.74,,2359.34,0,0.198,203.74
52848,"Linvatec LS 7500, 300 Watt Xenon Light Source",Gastroenterology-Urology Devices,0.202,,0.05,336.18,0,0.111,200.98
100939,Femoral Angiography Pack,Cardiovascular Devices,0.699,36.78,2.27,10798.35,1,0.588,218.48
103719,"VITEK 2 Gram Negative Susceptibility Card, ASTGN24",Immunology and Microbiology Devices,0.736,25.94,,7486.85,1,0.629,220.83
22018,"Portex Per-Fit Percutaneous Dilational Tracheostomy Kit , ID 9.0mm || Product Number: 535090",Anesthesiology Devices,0.306,21.42,,1559.67,0,0.205,206.27
97579,Device Recall  CareSuite,General Hospital and Personal Use Devices,0.749,31.08,,6948.27,1,0.656,222.32
16513,Device Recall  The Schiller PB 1000,Cardiovascular Devices,0.186,30.54,0.03,877.34,0,0.107,201.08
58678,Device Recall  MX 16Slice CT Scanner System,Radiology Devices,0.283,26.34,0.74,2100.29,0,0.182,212.55
115276,Monaco software versions 5.10.00 and higher,Radiology Devices,0.203,24.2,0.07,1039.29,0,0.115,212.04
101305,SYNAPSE PACS LLZ,Radiology Devices,0.571,32.32,1.81,8521.6,0,0.443,222.94
54432,AIR OPTIX,Ophthalmic Devices,0.43,23.01,,1983.89,0,0.302,206.92
103267,Artiste MV SA Linear Accelerator with syngo RT Therapist Version 4.1 build 67 and build 122,Radiology Devices,0.263,27.22,0.2,903.05,0,0.159,212.6
60529,Device Recall  Customed,General and Plastic Surgery Devices,0.396,28.03,0.59,2298.63,0,0.279,
41680,VentStar Oxylog3000F (P) 190,Anesthesiology Devices,0.119,20.35,,231.28,0,0.067,200.63
59871,Device Recall  iGUIDE System,Radiology Devices,0.447,30.73,1.09,5404.62,1,0.318,215.16
109421,Chariot Guiding Sheath,Cardiovascular Devices,0.415,31.96,0.7,2304.01,0,0.285,209.45
54930,Device Recall  Innova SelfExpanding Stent System,Cardiovascular Devices,0.451,33.8,1.19,4422.84,0,0.34,208.03
56462,Device Recall  Nexgen Complete Knee System,Orthopedic Devices,0.354,,0.68,1835.24,0,0.233,205.24
14954,Device Recall  Customed,General and Plastic Surgery Devices,0.72,32.69,1.91,7749.89,1,0.607,
60562,Device Recall  PICC Convenience Kit with Accessories,General Hospital and Personal Use Devices,0.249,21.57,,1089.87,0,0.168,203.68
53680,Cholestech LDX High Sensitivity  CReactive Protein (hsCRP) Test Cassette,Immunology and Microbiology Devices,0.258,17.49,,1499.16,0,0.171,201.13
16389,Device Recall  AMO TECHNIS CL,Ophthalmic Devices,0.542,24.34,,3133.59,0,0.408,211.9
101690,Medtronic MiniMed(TM) SureT(TM),General Hospital and Personal Use Devices,0.138,20.21,,-642.15,0,0.072,200.23
17573,Device Recall  Arthrex SwiveLock Anchors,Orthopedic Devices,0.072,,0.22,233.92,0,0.043,199.41
55555,Device Recall  Appraise A1C Test Pak Kit (Carolina Care Plan),Hematology and Pathology Devices,0.117,14.81,,-257.13,0,0.059,199.55
52344,8Fr. Catheter Clamp with Fastener,Cardiovascular Devices,0.123,29.85,-0.05,657.75,0,0.069,200.91
13141,Device Recall  LASSO NAV DUO LOOP eco Catheters,Cardiovascular Devices,0.57,34.33,1.46,5750.13,0,0.433,212.59
102322,Advisor Vital Signs Monitor,Cardiovascular Devices,0.972,44.39,4.81,18159.61,1,0.949,235.0
116683,"General-purpose implantable infusion pump, SynchroMed II and SynchroMed EL Implantable Drug Pumps and Refill Kits",General Hospital and Personal Use Devices,0.044,20.0,,-126.19,0,0.025,200.77
43689,HeartWare Ventricular Assist System,Cardiovascular Devices,0.258,31.55,0.03,85.19,0,0.152,202.71
59207,"Device Recall  ISIS HVT Tracheal Tube Cuffed with Subglottic Secretion Suction Port and Preloaded Stylet, 6.5, Rx o",Anesthesiology Devices,0.338,22.07,,1558.79,0,0.218,204.09
13371,Device Recall  FujiMedical,Cardiovascular Devices,0.371,32.45,0.79,2736.31,0,0.262,206.09
56653,Device Recall  Curlin Infusion Administration Set,General Hospital and Personal Use Devices,0.147,20.56,,-46.94,0,0.078,199.44
16792,Device Recall  Oxford Knee System Tibial Resector Body Tube & Guides,Orthopedic Devices,0.65,,3.36,5847.07,0,0.526,215.84
108350,Riata and Riata ST silicone endocardial leads,Cardiovascular Devices,0.592,35.08,1.91,6828.8,0,0.472,213.88
22933,Device Recall  ValueLine Mat Platform,Physical Medicine Devices,0.624,,2.89,4313.93,1,0.506,215.51
98622,Device Recall  MONOJECT Blood Collection Tubes containing heparin,Clinical Chemistry and Clinical Toxicology Devices,0.456,19.18,,3053.54,0,0.331,208.72
94305,Device Recall  Fire Star,Cardiovascular Devices,0.714,37.76,2.3,10084.21,1,0.606,220.32
94988,Device Recall  Toe implant prosthesis,Orthopedic Devices,0.73,,4.54,8454.8,1,0.646,222.12
20095,Device Recall  Bard DispozABag,Gastroenterology-Urology Devices,0.567,,1.55,4206.2,0,0.45,214.59
16757,Device Recall  Biograph mCT S(40)3R,Radiology Devices,0.466,30.2,1.4,5363.26,0,0.336,216.76
60052,Device Recall  SIEMENS ADVIA Centaur CP Immunoassay System BNP kit.,Clinical Chemistry and Clinical Toxicology Devices,0.326,16.96,,1871.36,0,0.217,204.36
109709,"evita infinity v500, babylog vn500 and evita v300",Anesthesiology Devices,0.686,29.57,,8460.46,0,0.57,216.66
16236,Device Recall  IntelliVue Patient Monitor,Cardiovascular Devices,0.566,34.32,1.59,7878.9,0,0.446,212.15
54776,Zenith Flex AAA,Cardiovascular Devices,0.194,30.81,0.27,1136.13,0,0.123,201.8
101948,Custom Tubing Pack with Bioline Coating,Cardiovascular Devices,0.595,35.95,1.64,5918.33,0,0.476,216.25
93949,Device Recall  PremierEdge MICROSURGICAL KNIFE,Ophthalmic Devices,0.142,20.94,,318.39,0,0.092,201.76
95376,Device Recall  Maximo II CRT,Cardiovascular Devices,0.638,36.16,2.06,8638.9,0,0.525,215.52
98091,Device Recall  BleaseSirius Anaesthesia Machine,Anesthesiology Devices,0.254,21.47,,1284.7,0,0.157,201.52
101232,LeMaitre,Cardiovascular Devices,0.32,31.67,0.34,1315.01,0,0.205,204.72
95070,Device Recall  Digital Fluoroscopic Imaging System,Radiology Devices,0.353,26.4,0.67,2455.42,0,0.227,215.36
96444,Device Recall  Restoration Modular Hip System,Orthopedic Devices,0.161,,0.19,267.45,0,0.088,199.53
57049,Device Recall  Caremor Cliner,Physical Medicine Devices,0.542,,2.01,2993.65,0,0.417,213.62
17717,Device Recall  Leksell Gamma Knife Icon,Radiology Devices,0.281,26.84,0.1,3057.78,0,0.175,212.54
53128,Medtronic,Cardiovascular Devices,0.417,32.12,0.81,3846.43,0,0.299,209.03
34012,OneTouch® Verio®IQ Blood Glucose Meters,Clinical Chemistry and Clinical Toxicology Devices,0.237,14.9,,846.39,0,0.141,203.21
96153,Device Recall  Stryker 550 mL AutoFuser PainPump,General Hospital and Personal Use Devices,0.405,23.4,,1477.05,0,0.285,208.17
13566,Device Recall  Reprocessed Endoscopic Trocars,Gastroenterology-Urology Devices,0.207,,0.14,780.3,0,0.122,200.82
17211,"Device Recall  Remel, Haemophilus Test Medium",Immunology and Microbiology Devices,0.656,24.33,,6075.16,1,0.541,216.24
22505,Device Recall  Boston Scientifc,Gastroenterology-Urology Devices,0.403,,0.89,1892.71,0,0.281,206.16
59979,Device Recall  Intuitive Surgical Inc. Large Clip Applier instruments,General and Plastic Surgery Devices,0.726,34.68,2.26,7043.61,1,0.636,
14726,Device Recall  EndoVive 3s Low Profile Balloon Kits,Gastroenterology-Urology Devices,0.526,,1.5,3545.84,0,0.411,212.73
16906,Device Recall  Integra Cadence Total Ankle System,Orthopedic Devices,0.009,,-0.12,166.44,0,0.011,201.06
13426,Device Recall  Fresenius NaturaLyte,Gastroenterology-Urology Devices,0.345,,0.63,1406.11,0,0.227,203.77
93445,Device Recall  GE Healthcare Innova,Radiology Devices,0.598,34.13,2.62,9574.66,0,0.497,225.97
13993,Device Recall  CESAREAN PACK,Obstetrical and Gynecological Devices,0.21,25.21,,551.75,0,0.129,203.44
100094,"Original M.E. Mueller"" Low Profile Cup",Orthopedic Devices,0.108,,-0.15,448.84,0,0.061,200.34
102943,UHR,Orthopedic Devices,0.226,,0.31,984.57,0,0.142,202.76
20040,Device Recall  Deltec Cozmo,General Hospital and Personal Use Devices,0.48,24.86,,3064.39,0,0.365,210.03
47465,Etest Pipe / fever / CON-4 PTC 256,Immunology and Microbiology Devices,0.293,16.01,,1604.46,0,0.189,203.89
99600,Device Recall  DigiView software,Radiology Devices,0.377,29.96,0.79,5087.31,0,0.274,216.1
50972,Exactech Acapella One Interbody Fusion Device Parallel,Orthopedic Devices,0.188,,0.1,-201.84,0,0.11,203.44
99398,Device Recall  NEXGEN COMPLETE KNEE SOLUTION QUICKCONNECT HANDLE,Orthopedic Devices,0.114,,0.32,274.8,0,0.067,199.75
16569,Device Recall  Philips Ingenuity CT,Radiology Devices,0.534,32.63,1.49,7213.6,0,0.409,221.85
60532,Device Recall  Customed,Gastroenterology-Urology Devices,0.422,,0.81,1697.22,0,0.287,206.48
14186,Device Recall  Aquilion CT System TSX303A,Radiology Devices,0.215,26.99,0.58,823.75,0,0.137,211.04
102189,"Impervious Stockinette, Large, 12'' X 48'' or 12'' X 54'', Ref #9806-54, #9816-54, and #9978-12;  X-Large, 16'' X 48'', Ref #9978-16",General Hospital and Personal Use Devices,0.575,26.63,,4283.59,0,0.449,211.23
42890,GlideScope GVL Video Laryngoscope Reusable Blades,Anesthesiology Devices,0.547,25.19,,4168.99,0,0.409,212.82
63537,FindrWIRZ Guide Wire System,Cardiovascular Devices,0.21,29.67,0.28,773.83,0,0.124,202.24
42479,"Lifescan OneTouch Verio Pro, OneTouch Verio IQ, and OneTouch Verio Pro+ blood glucose meters",Clinical Chemistry and Clinical Toxicology Devices,0.185,15.59,,149.19,0,0.099,199.58
95462,Device Recall  Cook Urological Endoureterotomy Stent Set,Gastroenterology-Urology Devices,0.425,,0.88,1719.97,0,0.296,207.75
59085,"Device Recall  8"" Ext Set w/NanoClave"" Stopcock, Clamp, Rotating Luer",General Hospital and Personal Use Devices,0.535,24.93,,3765.47,0,0.409,211.59
94233,Device Recall  ArgoGuide Hydrophilic Wire,Cardiovascular Devices,0.419,33.53,1.13,3541.97,0,0.312,207.15
54705,XiO Radiation Treatment Planning System,Radiology Devices,0.586,33.37,1.97,6893.38,0,0.457,225.05
93484,Device Recall  Endura NoReact,Cardiovascular Devices,0.551,35.27,1.28,5713.32,0,0.425,212.04
15301,Device Recall  Dexcom G4 PLATINUM (Pediatric) Receiver,Clinical Chemistry and Clinical Toxicology Devices,0.28,17.65,,1199.45,0,0.191,203.84
15095,Device Recall  Customed,Orthopedic Devices,0.241,,0.32,977.04,0,0.147,202.07
34935,HeartWare® Controller,Cardiovascular Devices,0.759,38.58,2.93,11801.36,1,0.669,222.79
47224,"Defibrillation Metrax, GE, Schiller and GS",Cardiovascular Devices,0.607,35.06,1.65,7212.18,1,0.48,215.41
58191,Device Recall  Soma v Automated Breast Ultrasound System,Radiology Devices,0.124,26.37,0.03,722.05,1,0.073,208.81
17294,Device Recall  Covidien Curity Wet Dressing,General and Plastic Surgery Devices,0.869,38.86,3.06,10789.62,1,0.826,
15736,Device Recall  Vaxcel PICC with PASV Introducer Kit,General Hospital and Personal Use Devices,0.475,24.25,,2655.22,0,0.344,208.23
54720,Protective Wipes,General and Plastic Surgery Devices,0.571,30.08,1.14,4055.01,1,0.431,
93898,Device Recall  MEVATRON M2 6740,Radiology Devices,0.283,28.21,0.31,2584.89,1,0.187,213.41
97455,Device Recall  N acetylprocainamide reagent,Clinical Chemistry and Clinical Toxicology Devices,0.682,24.72,,8504.98,1,0.589,218.68
102858,"BARON FRAZIER Surgical Suction Instrument, 5 French 50/C",General and Plastic Surgery Devices,0.193,25.33,0.06,787.81,0,0.111,
95445,Device Recall  Reunion HA Fracture Stem,Orthopedic Devices,0.397,,1.01,1971.59,0,0.271,207.16
91914,PRISMAFLEX HEMODIALYSIS UNIT,Gastroenterology-Urology Devices,0.683,,2.22,5778.46,1,0.552,214.84
59807,Device Recall  NxStage Dialysate Sack (SAK) with Concentrate,Gastroenterology-Urology Devices,0.266,,0.21,1145.15,0,0.163,202.09
52885,VITALITY,Cardiovascular Devices,0.233,30.98,0.25,389.15,0,0.149,204.91
55077,"Device Recall  GE Healthcare, Seno Advantage 2.1 and 2.2 Workstations",Radiology Devices,0.338,28.05,0.81,1558.94,0,0.225,215.3
14282,Device Recall  MATResponder Tourniquet,General and Plastic Surgery Devices,0.556,31.06,1.31,4411.97,0,0.444,
96906,Device Recall  Cordis Aquatrack,Cardiovascular Devices,0.266,30.93,0.3,2112.22,0,0.176,204.63
13839,Device Recall  Intravascular Ultrasound System,Radiology Devices,0.268,26.83,0.36,975.89,0,0.164,212.53
60272,Device Recall  Customed,Cardiovascular Devices,0.488,33.27,1.24,5504.02,0,0.36,207.32
103314,SYNTHES 2.0MM DRILL BIT STRYKER JLATCH/60MM,Orthopedic Devices,0.658,,3.96,6517.53,1,0.557,217.55
23036,Device Recall  LargeVolume IV Administration Sets,General Hospital and Personal Use Devices,0.564,26.75,,4272.57,0,0.445,211.36
84951,AQUIOS CL FLOW CYTOMETER,Hematology and Pathology Devices,0.266,15.92,,621.09,0,0.16,202.96
66806,Aisys carestation,Anesthesiology Devices,0.593,26.24,,6197.81,0,0.455,211.62
59241,Device Recall  FOCUS,Radiology Devices,0.303,26.06,0.66,1129.47,0,0.186,213.03
96923,"Device Recall  Stryker MIS Bur, 2.0mm Neuro Diamond",Neurological Devices,0.418,27.95,0.73,2612.81,0,0.297,207.64
18965,Device Recall  Alpha Air 6 ENT Microscope,General and Plastic Surgery Devices,0.729,34.26,1.99,7449.77,1,0.627,
20370,Device Recall  Boston Scientific Scimed,Cardiovascular Devices,0.337,32.03,0.77,1794.88,0,0.228,203.85
13298,Device Recall  CBC II Wound Drains,General and Plastic Surgery Devices,0.092,25.52,0.03,73.58,0,0.053,
22633,Device Recall  Premicath 28G,General Hospital and Personal Use Devices,0.192,20.69,,327.29,0,0.116,202.3
14738,Device Recall  EVOLIS Microplate System,Clinical Chemistry and Clinical Toxicology Devices,0.69,24.7,,7839.09,1,0.587,219.03
94884,Device Recall  PRIMEVIEW 3i System,Radiology Devices,0.151,25.65,0.33,1227.0,0,0.095,211.1
22428,Device Recall  6 cm Catheter Reservoir with 10 cm extension,Neurological Devices,0.511,29.02,1.17,4381.88,0,0.39,211.54
17974,Device Recall  Arrow(R) VPS(R) Access Kit for use with 4 Fr. Peripherally Inserted Central Venous Catheter,Cardiovascular Devices,0.196,30.34,0.15,692.34,0,0.117,202.62
13796,Device Recall  Septal occluder,Cardiovascular Devices,0.076,29.15,0.23,27.64,0,0.044,198.47
114956,Various surgical instruments actuated by the da Vinci Si Single Site Grip Release mechanism,General and Plastic Surgery Devices,0.32,26.67,0.36,1173.11,0,0.205,
50368,TUMOR RESECTION KIT 9733608 SKULL MOUNT,Neurological Devices,0.36,26.66,0.34,2810.32,0,0.238,204.57
15347,Device Recall  Fujifilm Endoscope; ED530XT,Gastroenterology-Urology Devices,0.42,,1.21,3027.25,0,0.316,206.34
18742,"Device Recall  Artis Q/ Q.Zen biplane, Artis Zee biplane",Radiology Devices,0.078,25.43,0.15,-208.66,0,0.044,209.44
20675,"LAERDAL Silicone Resuscitator (LSR), Adult size, containing Intake/Reservoir Valve.  Sold as Part Nos:  870050-Adult Basic w/o Mask in Carton; 870051-Adult Complete in Carton; 870052-Adult Standard with Adult Mask 4-5+ in Carton; 870053-Adult Complete in Compact Case; 870055-Adult Complete in Display Case; 875500-Adult Update Kit.  Responsible firm on the label: Distributed in the U.S. by Laerdal Medical Corporation, Wappingers Falls, NY, Made in Norway.",Anesthesiology Devices,0.338,22.15,,2037.27,0,0.229,205.6
51940,VITEK 2 AST GP74,Immunology and Microbiology Devices,0.611,24.29,,6087.8,1,0.519,216.53
60442,Device Recall  Customed,"Ear, Nose, and Throat Devices",0.463,,1.27,2349.68,0,0.353,208.52
60364,Device Recall  Customed,Neurological Devices,0.299,26.44,0.36,1568.07,0,0.202,206.03
102390,"Atlas DR, Models  V-240",Cardiovascular Devices,0.188,31.11,-0.08,-135.95,0,0.105,200.53
110005,Medtronic HeartWare™ HVAD™ System,Cardiovascular Devices,0.905,42.28,4.08,17042.89,1,0.859,230.8
17072,Device Recall  DeRoyal SRHS Heart Tracecart,General and Plastic Surgery Devices,0.339,27.52,0.48,1672.32,0,0.234,
53975,Cannulated Screw Ballista Percutaneous Pedicle Screw System,Orthopedic Devices,0.548,,2.43,4196.78,0,0.421,212.04
66942,Squishon 2,General Hospital and Personal Use Devices,0.615,27.41,,4788.79,0,0.495,214.21
50729,Face Lift Pack  contains Devon Light Glove,General and Plastic Surgery Devices,0.197,25.05,0.01,280.76,0,0.103,
55776,Device Recall  MEVATRON,Radiology Devices,0.501,30.56,1.44,5455.24,0,0.361,217.97
102960,BD DifcoTM Neisseria Meningitidis Antiserum Group Y,Immunology and Microbiology Devices,0.382,18.42,,3164.36,0,0.278,205.5
99514,Device Recall  CENTURION PICC INSERTION TRAY,General and Plastic Surgery Devices,0.544,30.15,1.18,3537.65,0,0.414,
101758,Radial Osteotome Blade,General and Plastic Surgery Devices,0.598,30.96,1.55,5060.55,0,0.482,
21845,Device Recall  Intravascular Catheter,General Hospital and Personal Use Devices,0.169,19.25,,797.61,0,0.099,200.94
44300,LIFEPAK INFANT/CHILD REDUCED ENERGY ELECTRODES,Cardiovascular Devices,0.296,31.28,0.42,2382.88,0,0.199,204.67
59143,"Device Recall  23ga Endo Illuminator (Eckardt Trocar Compatible), Synergetics, inc.",Ophthalmic Devices,0.289,20.8,,948.29,0,0.171,201.08
60379,Device Recall  Customed,General and Plastic Surgery Devices,0.098,24.62,-0.05,134.05,0,0.05,
49419,Amsco VPRO 1 and Amsco VPRO 1 Plus Low Temperature Sterilization Systems,General Hospital and Personal Use Devices,0.343,23.54,,1675.35,0,0.244,204.67
21293,Device Recall  Portex,Anesthesiology Devices,0.561,25.62,,5542.42,0,0.432,212.93
49713,JETX(R) 5 MM X 40 MM SHORT HALF PIN TI6AL4V,Orthopedic Devices,0.393,,1.41,2691.73,0,0.283,206.62
57100,Device Recall  EVICEL,General Hospital and Personal Use Devices,0.244,21.7,,1032.09,0,0.159,202.05
19976,"Latex examination gloves, Uniseal brand.",General Hospital and Personal Use Devices,0.63,27.51,,5266.57,1,0.512,214.66
13524,"Device Recall  Beaver Visitec International, Inc",General and Plastic Surgery Devices,0.515,28.38,1.19,3358.33,0,0.38,
97395,Device Recall  Bond1 Primer/Adhesive,Dental Devices,0.219,,0.43,727.65,0,0.138,201.16
60209,Device Recall  MagnaFx Cannulated Screw Fixation System,Orthopedic Devices,0.476,,1.69,2943.4,0,0.352,211.15
23795,"Device Recall  FRAZIER OLIVE TIP Surgical Suction Instrument, 10 French",General and Plastic Surgery Devices,0.462,28.37,0.95,1814.42,0,0.325,
59639,"Device Recall  Brilliance CT 16, Brilliance CT 64, Brilliance CT Big Bore Oncology, Brilliance CT Big Bore Radiolog",Radiology Devices,0.277,25.68,0.58,1856.85,0,0.173,213.02
53040,Medtronic,Cardiovascular Devices,0.706,37.17,2.78,9786.29,1,0.601,218.32
56122,Device Recall  Wako Autokit Lp(a) Calibrator,Immunology and Microbiology Devices,0.652,22.7,,5975.7,1,0.524,216.05
12879,Device Recall  HEPFLUSH,General Hospital and Personal Use Devices,0.194,21.55,,348.66,0,0.13,203.69
20120,Device Recall  CIBA Vision contact lens,Ophthalmic Devices,0.519,25.33,,3233.33,0,0.405,211.33
102712,MediTech Stainless Steel Greenfield Vena Cava Filter,Cardiovascular Devices,0.513,33.27,1.34,6209.25,0,0.388,210.25
100429,"AW VolumeShare 4 (ADVANTAGE WORKSTATION 4.3.),  AW VolumeShare 5 (AW VOLUMESHARE 5 WITH ANGIOVIZ O",Radiology Devices,0.39,29.51,0.89,4383.94,0,0.277,216.19
98901,Device Recall  Cylindrical Reamer,Orthopedic Devices,0.537,,1.69,4280.39,0,0.397,210.98
53613,Genzyme,Clinical Chemistry and Clinical Toxicology Devices,0.34,16.39,,2201.89,0,0.218,203.09
23441,Device Recall  Medtronic Intrathecal Catheter Distal Revision Kit,General Hospital and Personal Use Devices,0.178,20.3,,615.93,0,0.108,201.96
102802,Oxy Serve II Oxygen Conserving Regulator,Anesthesiology Devices,0.608,27.39,,6345.93,0,0.479,213.12
101647,14cm QD Angle Attachment,General and Plastic Surgery Devices,0.51,29.89,1.01,3936.6,0,0.392,
101788,LifeVest Wearable Defibrillator,Cardiovascular Devices,0.137,30.97,0.12,1131.19,0,0.086,198.69
49519,SRS FAST SET PUTTY 3 CC BONE VOID FILLERSTERILE,Orthopedic Devices,0.257,,0.59,1103.93,0,0.167,203.24
16438,Device Recall  Merge Eye Station,Ophthalmic Devices,0.129,20.53,,-496.61,0,0.076,201.47
16246,Device Recall  CORE Suction Irrigation Handpiece with 5mm x 32cm Length Probe for Single Solution Bags,General and Plastic Surgery Devices,0.082,25.1,-0.07,175.5,0,0.044,
94323,Device Recall  Fire Star,Cardiovascular Devices,0.313,31.51,0.67,1639.17,0,0.211,204.86
98565,Device Recall  CDI 500 Blood Parameter Monitoring  System,Cardiovascular Devices,0.402,32.55,0.73,4030.59,0,0.283,205.62
110378,Deep Brain Stimulation (DBS™) Lead Kits,Neurological Devices,0.248,27.16,0.29,1288.66,0,0.173,204.66
